Book-Title,Book-Author,ISBN,Year-Of-Publication,Image-URL-S,num_ratings,avg_rating
Trust Me Once,Jan Coffey,1551668599,2001,http://images.amazon.com/images/P/1551668599.01.THUMBZZZ.jpg,11.0,1.6363636363636365
Run For Your Life,Andrea Kane,0671036564,2000,http://images.amazon.com/images/P/0671036564.01.THUMBZZZ.jpg,19.0,0.7894736842105263
A Certain Smile,Judith Michael,0449224260,2000,http://images.amazon.com/images/P/0449224260.01.THUMBZZZ.jpg,19.0,1.0526315789473684
Santa Evita,TOMAS ELOY MARTINEZ,0679768149,1997,http://images.amazon.com/images/P/0679768149.01.THUMBZZZ.jpg,9.0,0.8888888888888888
Revolution from Within: A Book of Self-Esteem,Gloria Steinem,0316812404,1992,http://images.amazon.com/images/P/0316812404.01.THUMBZZZ.jpg,17.0,1.8823529411764706
The LETTER,Richard Paul Evans,0684834723,1997,http://images.amazon.com/images/P/0684834723.01.THUMBZZZ.jpg,25.0,3.76
Beyond Eden,Catherine Coulter,0451202317,2000,http://images.amazon.com/images/P/0451202317.01.THUMBZZZ.jpg,68.0,1.5
Split Second (Maggie O'Dell Novels (Paperback)),Alex Kava,1551669153,2001,http://images.amazon.com/images/P/1551669153.01.THUMBZZZ.jpg,59.0,2.6271186440677967
In the Lake of the Woods,Tim O'Brien,0140250948,1995,http://images.amazon.com/images/P/0140250948.01.THUMBZZZ.jpg,43.0,2.5813953488372094
The Guest List,Fern Michaels,0821766570,2000,http://images.amazon.com/images/P/0821766570.01.THUMBZZZ.jpg,45.0,1.5333333333333334
The Burglar Who Liked to Quote Kipling (Bernie Rhodenbarr Mysteries (Paperback)),Lawrence Block,0451180755,1997,http://images.amazon.com/images/P/0451180755.01.THUMBZZZ.jpg,11.0,3.3636363636363638
China Sea (A Dan Lenson Novel),David Poyer,0312974507,2001,http://images.amazon.com/images/P/0312974507.01.THUMBZZZ.jpg,10.0,2.5
The Eye of the Tiger,Wilbur Smith,0312979398,2001,http://images.amazon.com/images/P/0312979398.01.THUMBZZZ.jpg,23.0,3.3043478260869565
A Midwinter's Tale (O'Malley Novels (Forge Paperback)),Andrew M. Greeley,0812590252,1999,http://images.amazon.com/images/P/0812590252.01.THUMBZZZ.jpg,14.0,1.5714285714285714
Middle of Nowhere,Ridley Pearson,0786889608,2001,http://images.amazon.com/images/P/0786889608.01.THUMBZZZ.jpg,54.0,2.6666666666666665
LIFE SUPPORT,Tess Gerritsen,0671553038,1997,http://images.amazon.com/images/P/0671553038.01.THUMBZZZ.jpg,29.0,1.9310344827586208
Red Light,T. Jefferson Parker,0786889756,2001,http://images.amazon.com/images/P/0786889756.01.THUMBZZZ.jpg,24.0,3.2083333333333335
The Insider,STEPHEN FREY,0345428285,2000,http://images.amazon.com/images/P/0345428285.01.THUMBZZZ.jpg,32.0,1.34375
Haunting Rachel,KAY HOOPER,0553571834,1999,http://images.amazon.com/images/P/0553571834.01.THUMBZZZ.jpg,39.0,2.2564102564102564
Loyalty in Death,J. D. Robb,042517140X,2004,http://images.amazon.com/images/P/042517140X.01.THUMBZZZ.jpg,43.0,3.186046511627907
Uncommon Justice: A Novel,Terry Devane,0425184242,2002,http://images.amazon.com/images/P/0425184242.01.THUMBZZZ.jpg,8.0,0.0
Perfect Evil (Maggie O'Dell Novels (Paperback)),Alex Kava,1551668246,2001,http://images.amazon.com/images/P/1551668246.01.THUMBZZZ.jpg,68.0,1.9411764705882353
Flash,Jayne Ann Krentz,0671523090,1999,http://images.amazon.com/images/P/0671523090.01.THUMBZZZ.jpg,27.0,0.7777777777777778
Vengeance in Death,J. D. Robb,0425160394,1999,http://images.amazon.com/images/P/0425160394.01.THUMBZZZ.jpg,35.0,3.1142857142857143
L.A. Justice,Christopher Darden,0451205413,2002,http://images.amazon.com/images/P/0451205413.01.THUMBZZZ.jpg,11.0,0.0
Another Summer,Georgia Bockoven,0380818655,2001,http://images.amazon.com/images/P/0380818655.01.THUMBZZZ.jpg,12.0,1.9166666666666667
The Looking Glass,Richard Paul Evans,0743430999,2002,http://images.amazon.com/images/P/0743430999.01.THUMBZZZ.jpg,9.0,3.888888888888889
Cold Hit (Alexandra Cooper Mysteries (Paperback)),Linda Fairstein,0671019554,2000,http://images.amazon.com/images/P/0671019554.01.THUMBZZZ.jpg,33.0,1.0303030303030303
"Eleanor Roosevelt, 1884-1933",Blanche Wiesen Cook,0140094601,1993,http://images.amazon.com/images/P/0140094601.01.THUMBZZZ.jpg,9.0,1.0
Amsterdam : A Novel,IAN MCEWAN,0385494246,1999,http://images.amazon.com/images/P/0385494246.01.THUMBZZZ.jpg,77.0,3.0259740259740258
More Letters from a Nut,Ted L. Nancy,0553109588,1998,http://images.amazon.com/images/P/0553109588.01.THUMBZZZ.jpg,26.0,4.8076923076923075
The Traveler's Gift : Seven Decisions that Determine Personal Success,Andy Andrews,0785264280,2002,http://images.amazon.com/images/P/0785264280.01.THUMBZZZ.jpg,15.0,3.8
The Plague (Vintage International),ALBERT CAMUS,0679720219,1991,http://images.amazon.com/images/P/0679720219.01.THUMBZZZ.jpg,32.0,2.78125
Squire Throwleigh's Heir (Mediveal West Country Mystery),Michael Jecks,0747259526,1999,http://images.amazon.com/images/P/0747259526.01.THUMBZZZ.jpg,8.0,2.125
Death at Bishop's Keep,Robin Paige,0425164357,1998,http://images.amazon.com/images/P/0425164357.01.THUMBZZZ.jpg,12.0,1.5
The Secret of Annexe 3 (Inspector Morse Mysteries (Paperback)),Colin Dexter,0804114897,1998,http://images.amazon.com/images/P/0804114897.01.THUMBZZZ.jpg,12.0,2.5
Smokescreen,DICK FRANCIS,0449221113,1993,http://images.amazon.com/images/P/0449221113.01.THUMBZZZ.jpg,12.0,1.5833333333333333
High Stakes,Rebecca Brandewyne,1551664305,1998,http://images.amazon.com/images/P/1551664305.01.THUMBZZZ.jpg,11.0,0.5454545454545454
Lasher: Lives of the Mayfair Witches (Lives of the Mayfair Witches),Anne Rice,0345397819,1995,http://images.amazon.com/images/P/0345397819.01.THUMBZZZ.jpg,102.0,3.0
Rebel (Florida Civil War (Paperback)),Heather Graham,0451406893,1997,http://images.amazon.com/images/P/0451406893.01.THUMBZZZ.jpg,16.0,0.625
Shadows and Lace,Teresa Medeiros,0553576232,1996,http://images.amazon.com/images/P/0553576232.01.THUMBZZZ.jpg,20.0,1.15
My Heart Stood Still,Lynn Kurland,0425181979,2001,http://images.amazon.com/images/P/0425181979.01.THUMBZZZ.jpg,16.0,2.125
A Whisper of Roses,Teresa Medeiros,0553294083,1993,http://images.amazon.com/images/P/0553294083.01.THUMBZZZ.jpg,21.0,0.9523809523809523
The Rival (Rival),Brenda Joyce,0312966210,1998,http://images.amazon.com/images/P/0312966210.01.THUMBZZZ.jpg,17.0,1.2941176470588236
Lady of the Forest,Jennifer Roberson,0821742841,1993,http://images.amazon.com/images/P/0821742841.01.THUMBZZZ.jpg,20.0,4.35
Captive,Brenda Joyce,0380781484,1996,http://images.amazon.com/images/P/0380781484.01.THUMBZZZ.jpg,9.0,0.3333333333333333
The Saxon Shore: The Camulod Chronicles (Camulod Chronicles (Paperback)),Jack Whyte,0812544161,1999,http://images.amazon.com/images/P/0812544161.01.THUMBZZZ.jpg,10.0,1.9
Almost Innocent,Jane Feather,0553573705,2001,http://images.amazon.com/images/P/0553573705.01.THUMBZZZ.jpg,35.0,1.457142857142857
COMMANDERS,Bob Woodward,0671413678,1991,http://images.amazon.com/images/P/0671413678.01.THUMBZZZ.jpg,8.0,2.875
SHAMPOO PLANET,Douglas Coupland,0671755056,1992,http://images.amazon.com/images/P/0671755056.01.THUMBZZZ.jpg,22.0,2.3636363636363638
Independence Day (Vintage Contemporaries),RICHARD FORD,0679735186,1996,http://images.amazon.com/images/P/0679735186.01.THUMBZZZ.jpg,24.0,2.2916666666666665
The Bingo Palace,Louise Erdrich,0060170808,1994,http://images.amazon.com/images/P/0060170808.01.THUMBZZZ.jpg,9.0,3.111111111111111
Murder Can Stunt Your Growth: A Desiree Shapiro Mystery (Desiree Shapiro Mysteries (Paperback)),Selma Eichler,0451185145,1996,http://images.amazon.com/images/P/0451185145.01.THUMBZZZ.jpg,16.0,2.25
Commitments (Vintage Contemporaries),Roddy Doyle,0679721746,1989,http://images.amazon.com/images/P/0679721746.01.THUMBZZZ.jpg,16.0,2.75
Criminal Seduction,Darian North,0451180224,1994,http://images.amazon.com/images/P/0451180224.01.THUMBZZZ.jpg,17.0,1.8823529411764706
Girls : A Novel (Ballantine Reader's Circle),FREDERICK BUSCH,0449912639,1998,http://images.amazon.com/images/P/0449912639.01.THUMBZZZ.jpg,11.0,3.5454545454545454
FLOATING IN MY MOTHER'S PALM,Ursula Hegi,0684854759,1998,http://images.amazon.com/images/P/0684854759.01.THUMBZZZ.jpg,19.0,4.315789473684211
Wait Till Next Year : A MEMOIR,Doris Kearns Goodwin,0684824892,1997,http://images.amazon.com/images/P/0684824892.01.THUMBZZZ.jpg,15.0,5.066666666666666
WAIT TILL NEXT YEAR: A MEMOIR,Doris Kearns Goodwin,0684847957,1998,http://images.amazon.com/images/P/0684847957.01.THUMBZZZ.jpg,23.0,3.3043478260869565
The Dead Girlfriend (Point),R. L. Stine,0590453874,1993,http://images.amazon.com/images/P/0590453874.01.THUMBZZZ.jpg,9.0,1.7777777777777777
Whatever Happened to Janie?,Caroline B. Cooney,0440219248,1994,http://images.amazon.com/images/P/0440219248.01.THUMBZZZ.jpg,27.0,2.740740740740741
"Best American Short Stories, 1988",Mark Helprin,0395442567,1988,http://images.amazon.com/images/P/0395442567.01.THUMBZZZ.jpg,9.0,0.0
A Shroud for a Nightingale,P. D. James,0446313033,1992,http://images.amazon.com/images/P/0446313033.01.THUMBZZZ.jpg,24.0,1.875
A Dash of Death,Claudia Bishop,0425146383,1995,http://images.amazon.com/images/P/0425146383.01.THUMBZZZ.jpg,17.0,1.3529411764705883
A Touch of the Grape (Hemlock Falls Mysteries),Claudia Bishop,0425163970,1998,http://images.amazon.com/images/P/0425163970.01.THUMBZZZ.jpg,9.0,0.8888888888888888
Miss Zukas and the Library Murders (Miss Zukas Mysteries),Jo Dereske,038077030X,1994,http://images.amazon.com/images/P/038077030X.01.THUMBZZZ.jpg,14.0,0.14285714285714285
The Question of Max (Kate Fansler Novels (Paperback)),AMANDA CROSS,0345354893,1987,http://images.amazon.com/images/P/0345354893.01.THUMBZZZ.jpg,10.0,1.4
The Last Coincidence,Robert Goldsborough,0553286161,1990,http://images.amazon.com/images/P/0553286161.01.THUMBZZZ.jpg,10.0,0.6
The Crosskiller,Marcel Montecino,0671678949,1989,http://images.amazon.com/images/P/0671678949.01.THUMBZZZ.jpg,9.0,0.4444444444444444
The Witches,Roald Dahl,0140340203,1989,http://images.amazon.com/images/P/0140340203.01.THUMBZZZ.jpg,21.0,2.1904761904761907
"Jeremy Thatcher, Dragon Hatcher : Jeremy Thatcher Dragon Hatcher",Bruce Coville,0671747827,1992,http://images.amazon.com/images/P/0671747827.01.THUMBZZZ.jpg,9.0,1.5555555555555556
The Midwife: A Novel,Gay Courter,0451156234,1994,http://images.amazon.com/images/P/0451156234.01.THUMBZZZ.jpg,14.0,2.857142857142857
Everything You Have Is Mine (Lauren Laurano Mysteries),Sandra Scoppettone,034537682X,1993,http://images.amazon.com/images/P/034537682X.01.THUMBZZZ.jpg,12.0,3.5833333333333335
I'll Be Leaving You Always,Sandra Scoppettone,0345382692,1994,http://images.amazon.com/images/P/0345382692.01.THUMBZZZ.jpg,8.0,2.875
Sirens Sang of Murder,Sarah Caudwell,0440207452,1990,http://images.amazon.com/images/P/0440207452.01.THUMBZZZ.jpg,8.0,2.25
The Loves of Harry Dancer,Lawrence Sanders,0425084736,2000,http://images.amazon.com/images/P/0425084736.01.THUMBZZZ.jpg,8.0,0.0
The Third Deadly Sin,Lawrence Sanders,042510429X,2001,http://images.amazon.com/images/P/042510429X.01.THUMBZZZ.jpg,20.0,2.05
Passion of Molly T,Lawrence Sanders,0425079600,1985,http://images.amazon.com/images/P/0425079600.01.THUMBZZZ.jpg,15.0,0.8
The Dream Lover,Lawrence Sanders,0425094731,2001,http://images.amazon.com/images/P/0425094731.01.THUMBZZZ.jpg,15.0,0.3333333333333333
The Sixth Commandment,Lawrence Sanders,0425104303,1995,http://images.amazon.com/images/P/0425104303.01.THUMBZZZ.jpg,8.0,1.125
Tales of the Wolf,Lawrence Sanders,0380751453,1986,http://images.amazon.com/images/P/0380751453.01.THUMBZZZ.jpg,16.0,0.375
Zombies Don't Play Soccer (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,0590226363,1995,http://images.amazon.com/images/P/0590226363.01.THUMBZZZ.jpg,8.0,0.0
The Red Pony (Penguin Great Books of the 20th Century),John Steinbeck,0140177361,1993,http://images.amazon.com/images/P/0140177361.01.THUMBZZZ.jpg,13.0,1.6923076923076923
The Christening Day Murder (Christine Bennett Mysteries),LEE HARRIS,0449148718,1993,http://images.amazon.com/images/P/0449148718.01.THUMBZZZ.jpg,16.0,1.5625
Civilization and Its Discontents,Sigmund Freud,0393301583,1989,http://images.amazon.com/images/P/0393301583.01.THUMBZZZ.jpg,12.0,1.8333333333333333
Mrs. Pollifax Pursued,Dorothy Gilman,0449909549,1995,http://images.amazon.com/images/P/0449909549.01.THUMBZZZ.jpg,12.0,2.6666666666666665
Making Peace With Your Parents: The Key to Enriching Your Life and All Your Relationships,Harold Bloomfield,0345309049,1990,http://images.amazon.com/images/P/0345309049.01.THUMBZZZ.jpg,12.0,1.8333333333333333
American Dreams,John Jakes,0451197011,1999,http://images.amazon.com/images/P/0451197011.01.THUMBZZZ.jpg,19.0,1.2105263157894737
Sense and Sensibility (Oxford World's Classics),Jane Austen,0192833588,1998,http://images.amazon.com/images/P/0192833588.01.THUMBZZZ.jpg,12.0,2.0
"How to Avoid Housework : Tips, Hints and Secrets to Show You How to Have a Spotless Home Without Lifting",Paula Jhung,0684802678,1995,http://images.amazon.com/images/P/0684802678.01.THUMBZZZ.jpg,9.0,1.5555555555555556
"Gesundheit!: Bringing Good Health to You, the Medical System, and Society Through Physician Service, Complementary Therapies, Humor, and Joy",Patch Adams,089281781X,1998,http://images.amazon.com/images/P/089281781X.01.THUMBZZZ.jpg,8.0,1.625
The Bushwhacked Piano,Thomas McGuane,0394726421,1984,http://images.amazon.com/images/P/0394726421.01.THUMBZZZ.jpg,9.0,0.8888888888888888
Final Jeopardy (Alexandra Cooper Mysteries (Paperback)),Linda Fairstein,0671010123,1997,http://images.amazon.com/images/P/0671010123.01.THUMBZZZ.jpg,38.0,2.789473684210526
Thunder Point,Jack Higgins,0425143570,1994,http://images.amazon.com/images/P/0425143570.01.THUMBZZZ.jpg,27.0,0.7777777777777778
The Vanished Child,Sarah Smith,0345381645,1995,http://images.amazon.com/images/P/0345381645.01.THUMBZZZ.jpg,24.0,2.75
Driving Under the Affluence,Julia Phillips,0061011843,1997,http://images.amazon.com/images/P/0061011843.01.THUMBZZZ.jpg,8.0,0.0
The Secret Language of Eating Disorders: The Revolutionary New Approach to Curing Anorexia and Bulimia,Peggy Claude-Pierre,0812928423,1997,http://images.amazon.com/images/P/0812928423.01.THUMBZZZ.jpg,8.0,2.375
The Mezzanine (Vintage Contemporaries (Paperback)),Nicholson Baker,0679725768,1990,http://images.amazon.com/images/P/0679725768.01.THUMBZZZ.jpg,21.0,5.190476190476191
White Fang (Puffin Classics),Jack London,0140366679,1994,http://images.amazon.com/images/P/0140366679.01.THUMBZZZ.jpg,14.0,2.142857142857143
SANCTUARY : A Tale of Life in the Woods,Paul Monette,0684832860,1997,http://images.amazon.com/images/P/0684832860.01.THUMBZZZ.jpg,10.0,1.5
Farriers' Lane,Anne Perry,0449219615,1994,http://images.amazon.com/images/P/0449219615.01.THUMBZZZ.jpg,31.0,2.3548387096774195
"The New York Trilogy: City of Glass, Ghosts, the Locked Room (Contemporary American Fiction Series)",Paul Auster,0140131558,1994,http://images.amazon.com/images/P/0140131558.01.THUMBZZZ.jpg,48.0,3.7083333333333335
Rules of Attraction (Governess Brides),Christina Dodd,0380811995,2001,http://images.amazon.com/images/P/0380811995.01.THUMBZZZ.jpg,12.0,1.25
The Bride Finder : A Novel,SUSAN CARROLL,0449003884,1999,http://images.amazon.com/images/P/0449003884.01.THUMBZZZ.jpg,17.0,3.3529411764705883
A Kiss to Remember,TERESA MEDEIROS,0553581856,2002,http://images.amazon.com/images/P/0553581856.01.THUMBZZZ.jpg,33.0,1.3333333333333333
"Affair to Remember, An",Karen Hawkins,038082079X,2002,http://images.amazon.com/images/P/038082079X.01.THUMBZZZ.jpg,17.0,3.1176470588235294
Pirates,Linda Lael Miller,0671873164,1996,http://images.amazon.com/images/P/0671873164.01.THUMBZZZ.jpg,11.0,2.090909090909091
A Dangerous Love,Sabrina Jeffries,0380809281,2000,http://images.amazon.com/images/P/0380809281.01.THUMBZZZ.jpg,10.0,3.4
The Forbidden Lord (Avon Romance),Sabrina Jeffries,0380797488,1999,http://images.amazon.com/images/P/0380797488.01.THUMBZZZ.jpg,11.0,1.1818181818181819
How to Treat a Lady (St. John Brothers),Karen Hawkins,0060514051,2003,http://images.amazon.com/images/P/0060514051.01.THUMBZZZ.jpg,9.0,1.6666666666666667
Confessions of a Scoundrel,Karen Hawkins,0380820803,2003,http://images.amazon.com/images/P/0380820803.01.THUMBZZZ.jpg,12.0,2.3333333333333335
The Seduction of Sara (Avon Romance),Karen Hawkins,0380815265,2001,http://images.amazon.com/images/P/0380815265.01.THUMBZZZ.jpg,10.0,2.6
The Abduction of Julia (An Avon Romance),Karen Hawkins,0380810719,2000,http://images.amazon.com/images/P/0380810719.01.THUMBZZZ.jpg,8.0,3.0
Tapestry,Lynn Kurland,0515133620,2002,http://images.amazon.com/images/P/0515133620.01.THUMBZZZ.jpg,16.0,4.0
London's Perfect Scoundrel : Lessons in Love (Lessons in Love),Suzanne Enoch,0380820838,2003,http://images.amazon.com/images/P/0380820838.01.THUMBZZZ.jpg,20.0,3.75
"Reforming a Rake : With This Ring (With This Ring, 1)",Suzanne Enoch,0380809168,2000,http://images.amazon.com/images/P/0380809168.01.THUMBZZZ.jpg,8.0,2.625
The Rake: Lessons in Love,Suzanne Enoch,038082082X,2002,http://images.amazon.com/images/P/038082082X.01.THUMBZZZ.jpg,13.0,3.4615384615384617
The Secret,Julie Garwood,0671744216,1992,http://images.amazon.com/images/P/0671744216.01.THUMBZZZ.jpg,58.0,4.327586206896552
Everything and the Moon,Julia Quinn,0380789337,1997,http://images.amazon.com/images/P/0380789337.01.THUMBZZZ.jpg,12.0,1.1666666666666667
Night Pleasures (A Dark-Hunter Novel),Sherrilyn Kenyon,0312998368,2004,http://images.amazon.com/images/P/0312998368.01.THUMBZZZ.jpg,17.0,1.0588235294117647
Freedom's Challenge,Anne McCaffrey,0441006256,1999,http://images.amazon.com/images/P/0441006256.01.THUMBZZZ.jpg,20.0,4.05
Snow White and Rose Red (The Fairy Tale Series),Patricia C. Wrede,0812558251,1990,http://images.amazon.com/images/P/0812558251.01.THUMBZZZ.jpg,10.0,2.5
HOTTEST BLOOD (HOT BLOOD ) : HOTTEST BLOOD,Jeff Gelb,0671753673,1993,http://images.amazon.com/images/P/0671753673.01.THUMBZZZ.jpg,8.0,4.625
The Forgotten Beasts of Eld,Patricia A. McKillip,0152008691,1996,http://images.amazon.com/images/P/0152008691.01.THUMBZZZ.jpg,8.0,5.5
Single White Vampire,Lynsay Sands,0505525526,2003,http://images.amazon.com/images/P/0505525526.01.THUMBZZZ.jpg,40.0,3.45
Bridal Favors,Connie Brockway,0440236746,2002,http://images.amazon.com/images/P/0440236746.01.THUMBZZZ.jpg,12.0,2.25
Lady Pirate,Lynsay Sands,0843948167,2001,http://images.amazon.com/images/P/0843948167.01.THUMBZZZ.jpg,9.0,1.8888888888888888
Single White Vampire Seeks Same,Martin H. Greenberg,0886779227,2001,http://images.amazon.com/images/P/0886779227.01.THUMBZZZ.jpg,11.0,0.7272727272727273
Black Silk (Avon Romance),Judith Ivory,0060098538,2002,http://images.amazon.com/images/P/0060098538.01.THUMBZZZ.jpg,11.0,1.4545454545454546
Silver Lining,Maggie Osborne,044900516X,2000,http://images.amazon.com/images/P/044900516X.01.THUMBZZZ.jpg,8.0,2.375
The Red Fox,Anthony Hyde,0345328396,1988,http://images.amazon.com/images/P/0345328396.01.THUMBZZZ.jpg,18.0,1.6666666666666667
The Last Viking (Viking),Sandra Hill,0505522551,1998,http://images.amazon.com/images/P/0505522551.01.THUMBZZZ.jpg,13.0,2.923076923076923
Only in Your Arms,Lisa Kleypas,0380761505,1995,http://images.amazon.com/images/P/0380761505.01.THUMBZZZ.jpg,9.0,0.0
Then Came You,Lisa Kleypas,038077013X,1993,http://images.amazon.com/images/P/038077013X.01.THUMBZZZ.jpg,13.0,1.3076923076923077
How Good Do We Have to Be?: A New Understanding of Guilt and Forgiveness,Harold S. Kushner,0316507415,1996,http://images.amazon.com/images/P/0316507415.01.THUMBZZZ.jpg,11.0,2.8181818181818183
Getting the Love You Want: A Guide for Couples,Harville Hendrix,0060972920,1992,http://images.amazon.com/images/P/0060972920.01.THUMBZZZ.jpg,27.0,1.0740740740740742
